library,composer,arranger,title,envelope,publisher,score_full/cond/oversized,missing_parts,playingtime,comments,column_11,column_12,column_13,column_14,column_15,column_16,column_17,column_18,column_19,column_20,column_21,column_22,column_23,column_24,column_25,column_26
Wind Bands,"Williams, John","Smith, Robert W.",Harry Potter and the Chamber of Secrets,1199,Belwin,Yes,1 Piano/Synth,,,,,,,,,,,,,,,,,,
Wind Bands,"Gibson, John",,Resting in the Peace of His Hands,1200,Southen Music Company,Yes,"1 2nd Alto Saxophone, 1 1st Trumpet, 2 Euphonium TC, 1 Euphonium BC, 1 Tuba",,,,,,,,,,,,,,,,,,
Wind Bands,"Bancks, Jacob",,Occidental Symphony,1201,N/A,No,This thing is a mess. For the most part everything is there but after Tuba 2 the parts are missing the last movement.,,,,,,,,,,,,,,,,,,
Wind Bands,"Granger, Percy Aldridge","Erickson, Frank",A Percy Granger Suite,1202,Frank Erickson Publications,Yes,,,,,,,,,,,,,,,,,,,
Wind Bands,"Fulton, Ruby",,"1 in 10,000",1203,N/A,Yes,"Drum Set, Glockenspiel, Electronics???",,,,,,,,,,,,,,,,,,
Wind Bands,"Giroux, Julie",,Shine,1204,"Musica Propria, Inc.",No (Cannot find Oversized Score,N/A,,,,,,,,,,,,,,,,,,
Wind Bands,"Smith, Robert W.",,The Great Locomotive Chase,1205,Belwin Band,No,N/A (no score),,,,,,,,,,,,,,,,,,
Wind Bands,"Akey, Douglass",,Cheyene Canon,1206,Alfred Music,Yes,1 Flute,,,,,,,,,,,,,,,,,,
Wind Bands,"Williams, John","Smith, Robert W.",Harry Potter Symphonic Suite,1207,Belwin Band,Yes,N/A,,,,,,,,,,,,,,,,,,
Wind Bands,"Sousa, John Phillip",,The Stars and Stripes Forever,1208,Public Domain,Yes,Extra copies need to be made,,,,,,,,,,,,,,,,,,
Wind Bands,"Shostakovich, Dmitri","Hunsberger, Donald",Galop,1209,Boston Music Co.,Yes,N/A,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Symphonic Movement,1210,N/A,No,"No Percussion parts, the rest unknown due to missing score",,,,,,,,,,,,,,,,,,
Wind Bands,"Schuman. R, Bach, J.S.","Herfurth, C. Paul","Choral No. 1, Choral No. 2",1211,"Bourne, Inc.",Yes,"1 Bass Clarinet, 1 3rd Cornet, 1 4th Eb Horn, 1 4th F Horn",,,,,,,,,,,,,,,,,,
Wind Bands,"Scott, Francis Scott","Day, Wesley",The National Anthem,1212,Professor P. Grooves Fabrications,Yes,N/A,,,,,,,,,,,,,,,,,,
Wind Bands,"Bernstein, Leonard","Polster, Ian","Four Dances From ""West Side Story""",1213,Boosey & Hawkes,Yes,All woodwind parts are missing,,,,,,,,,,,,,,,,,,
Wind Bands,"Bocook, Jay",,Down in the River,1214,Musicworks,No,"1 1st flute, 1 2nd flute, 1 1st Clarinet, 1 2nd Clarinet, 1 3rd Clarinet, 1 2nd Alto Saxophone, 1 Baritone TC, 1 Tuba, 1 Timpani, 1 Percusion 1, 1 Percussion 2, 1 Mallet 1, 1 Mallet 2",,,,,,,,,,,,,,,,,,
Wind Bands,"Staigers, Del",,Carnival of Venice,1215,Carl Fischer,No,Unknown due to missing score,,,,,,,,,,,,,,,,,,
Wind Bands,"Creston, Paul",,Concertino for Marimba and Band,1216,G. Schirmer,No,Unknown due to missing score,,,,,,,,,,,,,,,,,,
Wind Bands,"Stickland, Willy",,Azucarado,1217,Alfred Music Co.,Yes (Condensed Score),N/A,,,,,,,,,,,,,,,,,,
Wind Bands,"Colgrass, Michael",,Old Churches,1218,American Composers,Yes (Condensed Score),"2 3rd trumpets, 1 French Horn",,,,,,,,,,,,,,,,,,
Wind Bands,"Owens, William",,Across the Great Plains,1219,The FJH Music Company Inc.,Yes,"1 2nd Flute, 3 1st Clarinet, 2 2nd Clarinet, 1 3rd Clarinet, 1 1st Trumpet, 1 2nd Trumpet, 1 3rd Trumpet",,,,,,,,,,,,,,,,,,
Wind Bands,"Coleman, Valerie",,Roma,1220,Theodore Presser Co,Yes,"2nd Alto, 1 1st Trumpet, 4th Horn, Percussion 5",,,,,,,,,,,,,,,,,,
Wind Bands,"Thomas, Augusta Read",,Magneticfireflies,1221,G. Schirmer,Yes,1 4th Horn,,,,,,,,,,,,,,,,,,
Wind Bands,"Rodgers, Richard","Lautzenheiser, Tim",Never Walk Alone,1222,N/A,Yes,"Timpani, Mallets, Snare Drum, C. Cymbal/Bass Drum",,,,,,,,,,,,,,,,,,
Wind Bands,"Liotta, Steven",,Canto del Carcerato (Song of the Prisoner),1223,N/A,Yes,"1st Trumpet, Jaw Harp, Mallet Percussion, Percussion 1 and 2, Timpani",,,,,,,,,,,,,,,,,,
Wind Bands,"Bartok, Bela","Klingensmith, Richard A.",Sonata,1224,N/A,Yes,"Original Trumpet 1-2,",,,,,,,,,,,,,,,,,,
Wind Bands,"Okpebholo, Shawn",,Heritage,1225,"Henmar Press, Inc.",No,"Score, but I think Thiele may have",,,,,,,,,,,,,,,,,,
Wind Bands,"Alarcón, Luis Serrano",,Duende,1226,Piles Musica,No,"Score, but I think Thiele may have",,,,,,,,,,,,,,,,,,
Wind Bands,"Wendelken, Erik C.",,Alleluia,1227,Audible Intelligence Music,Yes,N/A,,,,,,,,,,,,,,,,,,
Wind Bands,"Wendelken, Erik C.",,Apis Mellifera,1228,Audible Intelligence Music,Yes,N/A,,,,,,,,,,,,,,,,,,
Wind Bands,"Covill, Joseph",,Winds of Change,1229,Audible Intelligence Music,Yes,N/A,,,,,,,,,,,,,,,,,,
Wind Bands,"Covill, Joseph",,Réflexions d'Avignon,1230,Audible Intelligence Music,Yes,Oboe and Bassoon,,,,,,,,,,,,,,,,,,
Wind Bands,"Sousa, John Philip",,The National Game,1231,Public Domain,No,,,,,,,,,,,,,,,,,,,
Wind Bands,"Debussy, Claude","Day, Wesley",Menuet from Suite Bergamasque,1232,Audible Intelligence Music,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Whitacre, Eric",,October,1233,Eric Whitacre,Yes,N/A,,,,,,,,,,,,,,,,,,
Wind Bands,"Borgo, Elliot A. Del",,Adagio for wins,1234,Shawnee press,Yes,No,,,,,,,,,,,,,,,,,,
Wind Bands,"Edmonson, John",,Anasazi,1235,Queen wood/KJOS,No,Unknown due to missing score,,,,,,,,,,,,,,,,,,
Wind Bands,"Barker, Warren","Berlin, Irving",Tribute to Irving Berlin,1236,Irving Berlin Music Company,No,"1 1st Flute, 1 3rd clarinet, 1 Bb bass clarinet, 1 Eb conta alto clarinet",,,,,,,,,,,,,,,,,,
Wind Bands,"Barker, Warren","Sinatra, Frank",Recorded by Sinatra,1237,Warner Bros.,No,"2 3rd trumpet,",,,,,,,,,,,,,,,,,,
Wind Bands,"Banks, Jacob",,Occidental Symphony,1238,N/A,Yes,Some parts are missing the last page,,,,,,,,,,,,,,,,,,
Wind Bands,"Giroux, Julie",,I. Sun In C,1239,Musica Propria Inc.,"No (Oversized, may be elsewhere)","Bassoon 2, Trumpet 3, Trombone 1, Euphonium BC, All Percusion",,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,Ceremony After the Plague,1240,N/A,No,"Trumpet 3, Percussion",,,,,,,,,,,,,,,,,,
Wind Bands,"Reed, Kelly",,"Salacia, The Bringer of Serenity",1241,N/A,Yes,No,,,,,,,,,,,,,,,,,,
Wind Bands,"Zwilich, Ellen Taaffe",,Fanfare; Reminiscence and Celebration,1242,Theodore Presser Company,No,"Oboe 1, Clarinet 2, Bassoon, Alto Sax 1, Alto Sax 2, Bari Sax, Euphonium, Tuba",,,,,,,,,,,,,,,,,,
Wind Bands,"Badelt, Klaus",John Wasson,Pirates of the Caribbean,1243,Hal Leonard,Yes,"1 Flute 2, 1 Trumpet 1",,,,,,,,,,,,,,,,,,
Wind Bands,"Nishimura, Yukiko",,Star Ship,1244,Southen Music Company,Yes,"1 piccolo, 1 Clarinet 2, 1 Bass Clarinet, 1 Bassoon, 1 trumpet 1, 1 trumpet 3, 2 euphonium B.C",,,,,,,,,,,,,,,,,,
Wind Bands,"Balmages, Brian",,Open Space,1245,The FJH Music Company Inc.,Yes,"1 2nd Flute, 2 3rd Clarinet, 2 2nd Alto Sax, 2 1st Trumpet, 1 2nd Trombone, 1 BC Baritone, 1 Tuba",,,,,,,,,,,,,,,,,,
Wind Bands,"Giroux, Julie",,Medalist Fanfare,1246,Musica Propria Inc.,"Yes (Oversized, may be elsewhere)","1 Piccolo, 1 2nd Clarinet, 2 Bb BAss Clarinet, 1 1st Trumpet, 1 3rd Trumpet, 1 BC Euphonium",,,,,,,,,,,,,,,,,,
Wind Bands,"Day, Kevin",,Lightning Round,1247,Kevin Day Music,Yes (Oversized),N/A,,,,,,,,,,,,,,,,,,
Wind Bands,"McGinty, Anne",,Atlantis,1248,Hal Leonard,Yes,"1 Flute, 1 Tenor Sax, 4 Percussion",,,,,,,,,,,,,,,,,,
Wind Bands,"Jager, Robert",,Carpathian Sketches,1249,Edward B. Marks Company,Yes,,,,,,,,,,,,,,,,,,,
Wind Bands,Elliot Del Borgo,,The Hollow Men,1250,B&B Music Publications,Yes (Oversized),Only 1 of Each Part (no missing parts),,,,,,,,,,,,,,,,,,
Wind Bands,W.A Mozart,Dr. Leonard Ott,"Concerto in Bb Major for Bassoon, K.191",1251,B&B Music Publications,Yes (Oversized),Only 1 of Each Part (no missing parts),,,,,,,,,,,,,,,,,,
Wind Bands,Elliot Del Borgo,,Fantasia and Dance,1252,B&B Music Publications,Yes,Only 1 of Each Part (no missing parts),,,,,,,,,,,,,,,,,,
Wind Bands,G.F Handel,David L. Oakley,Sonata in G Minor for Flute & Winds,1253,B&B Music Publications,Yes (Oversized),Only 1 of Each Part (no missing parts),,,,,,,,,,,,,,,,,,
Wind Bands,Elliot Del Borgo,,Testament,1254,B&B Music Publications,Yes,Only 1 of Each Part (no missing parts),,,,,,,,,,,,,,,,,,
Wind Bands,William A. Billingsley,,Tamasha,1255,B&B Music Publications,Yes,Only 2 of Each Part (no missing parts),,,,,,,,,,,,,,,,,,
Wind Bands,Elliot Del Borgo,,Fairfax Variants,1256,B&B Music Publications,Yes (Oversized),Only 1 of Each Part (no missing parts),,,,,,,,,,,,,,,,,,
Wind Bands,Elliot Del Borgo,,Symphonic Movement,1257,B&B Music Publications,Yes,Only 1 of Each Part (no missing parts),,,,,,,,,,,,,,,,,,
Wind Bands,Elliot Del Borgo,,Symphonic Etudes,1258,B&B Music Publications,Yes,Only 1 of Each Part (no missing parts),,,,,,,,,,,,,,,,,,
Wind Bands,Georges Bizet,Warren Bellis,"Suite from ""Carmen""",1259,B&B Music Publications,Yes,Score does not specify instrumentation (no missing parts),,,,,,,,,,,,,,,,,,
Wind Bands,"Strauss, Richard",John Anderson,Concerto No. 1 for Horn & Wind Ensemble,1260,"Thompson Edition, Inc.",Yes,N/A,,,,,,,,,,,,,,,,,,
Wind Bands,"Smith, Robert W.",,Flying Fortress,1261,RWS Music Company,Yes,"1 Alto Saxophone, 1 B.C Euphonium",,,,,,,,,,,,,,,,,,
Wind Bands,François Borne,,Carmen Fantasie Brilliante,1262,J. W Pepper & Son Inc.,No,"Unknown due to missing score - also some extra original copies (Drums, Timpani, Bass, Horn in F 3 and 4",,,,,,,,,,,,,,,,,,
Wind Bands,John Williams,Donald Hunsberger,Star Wars Trilogy,1263,Lucasfilm Ltd. Productions,No,"Trumpet 4, pg. 1-2, 7+ ?? There's also a random page with no title, part, or page specification that I'm assuming is a trumpet part but have no idea where it goes.",,,,,,,,,,,,,,,,,,
Wind Bands,Daisuke Shimizu,,Neverland,1264,"Brain Co., Ltd.",Yes,,,,,,,,,,,,,,,,,,,
Wind Bands,Sammy Nestico,,The Greenbriars of Wexley,1265,Studio Publications Recordings,Yes,N/A,,,,,,,,,,,,,,,,,,
Wind Bands,Harold L. Waters,,Leetonia - Overture,1266,"Rubank, Inc",Yes,N/A,,,,,,,,,,,,,,,,,,
Wind Bands,John Philip Sousa,,Washington Post March,1267,Public Domain,Yes,,,,,,,,,,,,,,,,,,,
Wind Bands,Claude T Smith,,Fantasia for Alto Saxophone,1268,Wingert Jones Publication,Yes,,,,,,,,,,,,,,,,,,,
Wind Bands,Dylan Champagne,,Redox,1269,dylanchampagne.com,No (Thiele may have),"Thiele has percussion parts, 1 piccolo, 1 1st flute",,,,,,,,,,,,,,,,,,
Wind Bands,Gary P. Gilroy,,Galop,1270,ASCAP,Yes (condensed),"Random page of Alto Saxophone 2 part with no title or page specification, but it has rehearsal letters instead of numbers so I think it belongs to a different piece.",,,,,,,,,,,,,,,,,,
Wind Bands,"Sheldon, Robert",,Danzas Cubanas,1271,Alfred Music Co.,Yes,"According to the Score's list of parts: 2 Piccolo/1st Flute, 3 2nd Flute, 3 1st Clarinet, 3 2nd Clarinet, 3 3rd Clarinet, 1 Bass Clarinet, 1 Bassoon, 1 1st Alto Sax., 1 2nd Alto Sax., 1 Tenor Sax., 2 1st Trumpet, 1 2nd Trumpet, 1 3rd Trumpet, 1 1st Trombone, 1 2nd Trombone, 1 3rd Trombone, 1 Baritone (B.C.), 2 Tuba, 2 1st Percussion, 2 2nd Percussion, 2 3rd Percussion",,,,,,,,,,,,,,,,,,
Wind Bands,"Blackshaw, Jodie",,Peace Dancer,1272,Murphy Music Press,Yes (Oversized),,,,,,,,,,,,,,,,,,,
Wind Bands,Carl Wittrock,,Lord Tullamore,1273,Gobelin Music Publications,Yes,,,,,,,,,,,,,,,,,,,
Wind Bands,G.H. Huffine,,Basses in a Rampage,1274,K.L. King Music House,,"Score, percusson, trumpet, maybe string bass",,,,,,,,,,,,,,,,,,
Wind Bands,Michael Sweeney,,The Forge of Vulcan,1275,Hal Leonard corporation,No,Score,,,,,,,,,,,,,,,,,,
Wind Bands,Omar Thomas,,Of Our New Day Begun,1276,,,,,,,,,,,,,,,,,,,,,
Wind Bands,Navín Chettri,,Morning Joy,1277,NA,Yes (Oversized),"Percussion (no Triangle, snare drum, cymbal)",,,,,,,,,,,,,,,,,,
Wind Bands,Duke Ellington,Tommy Newsom,The Symphonic Duke,1278,NA,No,,,,,,,,,,,,,,,,,,,
Wind Bands,Yashuhide Ito,,Festal Scenes,1279,TRN Music Pub,,,,,,,,,,,,,,,,,,,,
Wind Bands,Leroy Anderson,,A Christmas Festival,1280,EMI Mills Music Inc,,,,,,,,,,,,,,,,,,,,
Wind Bands,Kathryn Salfelder,,Cathedrals,1281,Boosey and Hawkes,Yes,,,,,,,,,,,,,,,,,,,
Wind Bands,Ruby Fulton,,Unifier,1282,,Yes,,,,,,,,,,,,,,,,,,,
Wind Bands,Kevin Day,,Dancing Fire,1283,,No,,,,,,,,,,,,,,,,,,,
Wind Bands,Frank Ticheli,,Blue Shades,1284,,No,,,,,,,,,,,,,,,,,,,
Wind Bands,Daniel Bukvich,,Rhythm and the New World for Wind Ensemble,1285,,Yes,,,,,,,,,,,,,,,,,,,
Wind band,Rick Kirby,,An American fanfare,1286,,No,,,,,,,,,,,,,,,,,,,
Wind Bands,George Gershwin,Warren Barker,The Symphonic Gershwin,1287,WB Music Corp,Yes,,,,,,,,,,,,,,,,,,,
Wind Bands,John Philip Sousa,Warren Barker,Sousa!,1288,Jensen Educational Productions,Yes,,,,,,,,,,,,,,,,,,,
Wind Bands,James Sochinski,,Sweet Land of Liberty,1289,Barnhouse Music Pub.,Yes,,,,,,,,,,,,,,,,,,,
Wind Bands,K.L King,,The Trombone King,1290,K.L King Music House,Yes,,,,,,,,,,,,,,,,,,,
Wind Bands,Karl L. King,Andrew Glover,The Center Ring,1291,Barnhouse Music Pub.,Yes,,,,,,,,,,,,,,,,,,,
Wind Bands,Edwin F. Goldman,Loras J. Schissel,The Chimes of Liberty,1292,Barnhouse Music Pub.,Yes,,,,,,,,,,,,,,,,,,,
Wind Bands,Henry Fillmore,,Americans We March,1293,"Carl Fischer, Inc.",Yes,,,,,,,,,,,,,,,,,,,
Wind bands,Kelly Reed,,Three Mystical Gemstones,1294,,No,,,,,,,,,,,,,,,,,,,
Wind Bands,John Williams,Johnnie Vinson,Selections from Star Wars: The Force Awakens,1295,Hal Leonard Corp.,,,,,,,,,,,,,,,,,,,,
,,,Angels in the Architecture,1296,,,,,,,,,,,,,,,,,,,,,
,,,Politea,1297,,,,,,,,,,,,,,,,,,,,,
,,,Clarino,1298,,,,,,,,,,,,,,,,,,,,,
,,,Foils,1299,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Dunton, Kelijah",,The Sight That Awaits Us,1300,"Murphy Music Press, LLC",Yes,,,,,,,,,,,,,,,,,,,
Wind Bands,,"Bukvich, Daniel",Go Vandals!,1301,,No,,,,,,,,,,,,,,,,,,,
Wind Bands,"Meechan, Peter",,Perpetua,1303,meechanmusic.com,Yes,,,,,,,,,,,,,,,,,,,
Wind Bands,"Owens, William",,Quicksilver,1305,FJH Music Company,No,,,,,,,,,,,,,,,,,,,
Wind Bands,"Boberg, Carl",Sam Robson (inspired),How Great Thou Art,1306,,No,,,,,,,,,,,,,,,,,,,
Wind Bands,"Horovitz, Joseph",,Euphonium Concerto,1307,Studio Music,Yes,,,,,,,,,,,,,,,,,,,
Wind Bands,W. A. Mozart,,"Madamina, il catalgog e questo",1308,Baton Music,Yes,"1st and 2nd Flute, 1st and 2nd Oboe, Bass Clarinet, 1st and 2nd Horn, String Bass, Bass Voice",,,,,,,,,,,,,,,,,,
Wind Bands,"Svanoe, Erika",,Echoes,1309,Swan Maiden Press,Yes,,,,,,,,,,,,,,,,,,,
Wind Bands,"de Meij, Johan",,The Lord Of The Rings V. Hobbits,1312,Amstel Music,No,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bukvich, Daniel",,"The Evolution, Revolution, and Dissulution of the Blues",1313,,No,,,,,,,,,,,,,,,,,,,
Wind Bands,"Fish, Liam",,Unstable Ground,1314,,No,1st Clarinet,,,,,,,,,,,,,,,,,,
Wind Bands,"Serrano Alarcon, Luis",,Spanish Dances,1315,alarcon music,No,,,,,,,,,,,,,,,,,,,
Wind Bands,Ben Blessing,,Symphony No. 4,1316,Tender Toes Publications,No,"Oboe 2, Horn 1 & 2, Contrabasoon, Contrabass Clarinet, Tenor Sax",,,,,,,,,,,,,,,,,,
Wind Bands,Meacham,,American Patrol,37623,,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Handel, G. F.",malin,water music-allegro maestoso,1-001,Boosey-Hawkes,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Mussorgsky, Modest",Gardner,"night on Bald Mnt., A",1-004,staff,,,,,,,,,,,,,,,,,,,,
Wind Bands,Berlin,Leidzen,Angels of Mercy,1-005,Amer. Red Cross,,,,,,,,,,,,,,,,,,,,
Wind Bands,,Gion-Clark,Arkansas,1-007,G. Schirmer,,,3:00,,,,,,,,,,,,,,,,,
Wind Bands,Olivadoti,,Avalon nights,1-008,Rubank,,,,,,,,,,,,,,,,,,,,
Wind Bands,De Luea,Roberts,Beautiful colorado,1-009,Fischer,,,4:45,,,,,,,,,,,,,,,,,
Wind Bands,Leidzen,,Barcarolle,1-012,Fox,,,2:30,,,,,,,,,,,,,,,,,
Wind Bands,"Bennett, David",,Boogie Woogie Band,1-014,Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Ravel, Maurice",Lake,Bolero,1-016,Durand,,,,,,,,,,,,,,,,,,,,
Wind Bands,Moore,,Bandwagon,1-017,Remick,,,3:15,,,,,,,,,,,,,,,,,
Wind Bands,"Weber, C.M. Von",Lake,Concertino - For Piano & winds,1-020,Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,Holmes,,Colorado,1-021,Rubank,,,,,,,,,,,,,,,,,,,,
Wind Bands,Longa,,Chilean Tango,1-022,Volkwein,,,,,,,,,,,,,,,,,,,,
Wind Bands,Guentzel,,Commandate,1-023,barnhouse,,,,,,,,,,,,,,,,,,,,
Wind Bands,Holmes,,Cavalcade,1-024,Barnhouse,,,,,,,,,,,,,,,,,,,,
Wind Bands,Wilkins - O'hera,Sherburn,Cowpen's Battleground,1-025,D.A.R.,,,,,,,,,,,,,,,,,,,,
Wind Bands,Fischer - Bernard,bennett,Dardenella,1-027,McCarthey (mills),,,,,,,,,,,,,,,,,,,,
Wind Bands,Confrey,yoder,Dizzy Fingers,1-028,Mills,,,,,,,,,,,,,,,,,,,,
Wind Bands,Ponchielle,Fall,"Dance of the hours from ""la Gioconda""",1-029,Rubank,,,6:00,,,,,,,,,,,,,,,,,
Wind Bands,Padilla,Lang,"Relicario, El",1-031,Mills,,,3:30,,,,,,,,,,,,,,,,,
Wind Bands,"Carey, Henry",,Eldorado,1-032,Remick,,,3:30,,,,,,,,,,,,,,,,,
Wind Bands,Olivadoti,,El Caballero,1-033,Rubank,,,4:00,,,,,,,,,,,,,,,,,
Wind Bands,Becker,,ernestonian,1-034,volkwein,,,5:00,"Alternate Baritone, Trombone or Alto Sax Solo",,,,,,,,,,,,,,,,
Wind Bands,"Moszkowski, Moritz",Waln,Etude Caprice,1-035,Belwin,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Cowell, Henry",,Grandma's Rhumba,1-036,Broadcast,,,,Diverse Rhythms,,,,,,,,,,,,,,,,
Wind Bands,Huffman,,Harlequin Journey,1-039,Barnhouse,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Adams, Stephen",Laurendeau,The holy city,1-040,Fischer,,,,"solo for cornet, baritone, or trombone",,,,,,,,,,,,,,,,
Wind Bands,Hearne,Kirby,"Infantry Song, The",1-043,US Army,,,,,,,,,,,,,,,,,,,,
Wind Bands,Fragos,Teague,I hear a Rhapsody,1-044,Broadcast,,,5:30,,,,,,,,,,,,,,,,,
Wind Bands,"Rimsky-Korsakov, Nikolai",Yoder,Korsakov Selections,1-047,Belwin,1-48,,,,,,,,,,,,,,,,,,,
Wind Bands,Bishop,Lax,Lo! Hear the gentle lark,1-050,,,,,,,,,,,,,,,,,,,,,
Wind Bands,Evans,Cailliet,Lady of Spain,1-051,Fox,,,4:30,,,,,,,,,,,,,,,,,
Wind Bands,wood,luckhardt,mannin Veen (dear isle of man),1-053,Boosey-Hawkes,,,,,,,,,,,,,,,,,,,,
Wind Bands,Chrisiansen,,manitou Hights,1-055,Kjos,,,,,,,,,,,,,,,,,,,,
Wind Bands,Belsterling,alford,March of the steel men,1-056,Fillmore,,,,special brass parts,,,,,,,,,,,,,,,,
Wind Bands,Holzel,Halle,Melody in Db,1-057,Ditsen,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Verdi, Giuseppe",Cafarella,"Moorish Dance from ""Aida""",1-058,Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Fibich, Z. & Scotti, W.","Bennett, David",my moonlight madonna,1-060,Fischer,cond.,,2:30,,,,,,,,,,,,,,,,,
Wind Bands,Darcy,,amrch of the free peoples,1-061,Bourne,,,3:20,,,,,,,,,,,,,,,,,
Wind Bands,Luther,Cailliet,"Mighty Fortress is our God, A",1-062,boosey-Hawkes,,,,,,,,,,,,,,,,,,,,
Wind Bands,Blake,Beeler,Memories of You,1-063,Shapiro bernstein,,,,,,,,,,,,,,,,,,,,
Wind Bands,Mesang,,Magnus,1-064,Schmitt,,,4:30,,,,,,,,,,,,,,,,,
Wind Bands,Moore,,march Winds,1-065,Bourne,,,3:00,,,,,,,,,,,,,,,,,
Wind Bands,Darcy,,Mocturne,1-066,Bourne,,,,,,,,,,,,,,,,,,,,
Wind Bands,Cruger,Cailliet,Now thank we all our god,1-067,Boosey-Hawkes,,,3:00,,,,,,,,,,,,,,,,,
Wind Bands,Bellstedi,Simon,Napoli,1-068,,,,,,,,,,,,,,,,,,,,,
Wind Bands,Glazer,,old soliders never die,1-069,Leonard B. Smith,,,,,,,,,,,,,,,,,,,,
Wind Bands,King,,Omar Khayyam,1-070,King,,,,,,,,,,,,,,,,,,,,
Wind Bands,Janefelt,Lake,Prelude & Berceuse,1-073,Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Gould, Morton",Bennett,Prima Donna,1-074,mills,,,,needs good cornet,,,,,,,,,,,,,,,,
Wind Bands,,Fred,"poor wayfaring stranger, the",1-075,FitsSimons,,,4:00,,,,,,,,,,,,,,,,,
Wind Bands,Lake,,"pilgrim, the",1-077,Fischer,,,4:00,,,,,,,,,,,,,,,,,
Wind Bands,"Shostakovich, Dmitri",Maganini,"Polka from ""the golden age""",1-078,edition musicus,full,,2:15,,,,,,,,,,,,,,,,,
Wind Bands,Beecher,lake,"ramparts we watch, the",1-082,fox,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Alford, Harry L",,Skyliner,1-083,Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bach, J.S.",Cailliet,stron in thy strength,1-084,Belwin,,,,,,,,,,,,,,,,,,,,
Wind Bands,Holmes,,saskatchewan,1-086,Rbank,,,,,,,,,,,,,,,,,,,,
Wind Bands,carmichael,Yoder,stardust,1-089,mills,,,,,,,,,,,,,,,,,,,,
Wind Bands,Berlin,Yoder,Say it with music,1-091,Berlin,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bach, J.S.",Richardson,Sheep may Safely Graze,1-093,Boosey-Hawkes,,,4:00,,,,,,,,,,,,,,,,,
Wind Bands,"Frankiser, Carl",,summit view,1-094,Belwin,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Bach, J.S.",Leidzen,siciliano from 2nd sonata for Fl & Harpsi,1-096,Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,johnson,,three slippers,1-101,Rubank,,,,,,,,,,,,,,,,,,,,
Wind Bands,johnston,dubin,trojan marching song,1-102,Witmark,,,,,,,,,,,,,,,,,,,,
Wind Bands,leonard,,triolet,1-104,remick,,,4:30,missing 2nd solo CDR,,,,,,,,,,,,,,,,
Wind Bands,nolan,bennett,tumbling tumble weeds,1-106,williamson,,,3:00,,,,,,,,,,,,,,,,,
Wind Bands,"Verdi, Giuseppe",Rollinson,AIDA   Triumphal March,1-107,Ditson,cond.,,,,,,,,,,,,,,,,,,,
Wind Bands,"Verdi, Giuseppe",rollinson,"triumpal march from ""aida""",1-107,ditson,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Strauss, Johann",carey,Thunder & Lightning Polka,1-109,Boosey-Hawkes,,,,,,,,,,,,,,,,,,,,
Wind Bands,mayeur,brooks,valse caprice,1-110,Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Mendelssohn, Felix",lake,"war march of the priests from ""Athalia""",1-111,Fischer,,,,,,,,,,,,,,,,,,,,
Wind Bands,"Handel, G. F.",malin,water music -3rd mvt.,1-112,Boosey-Hawkes,,,,,,,,,,,,,,,,,,,,
Wind Bands,,"leonard, Hal",workin in the railroad,1-113,leonard,,,,Pep routine,,,,,,,,,,,,,,,,
Wind Bands,"Gould, Morton",lang,Yankee doodle,1-114,Mills,,,,Setting of folk tune,,,,,,,,,,,,,,,,
Wind Bands,losey,,Zaraida polka,1-115,Volkwein,,,,,,,,,,,,,,,,,,,,
Wind Bands,Berlin,Leidzen,white christmas,1-116,berlin,,,,,,,,,,,,,,,,,,,,
Wind Bands,DeLamarter,,Christmastide,1-117,Rubank,,,,,,,,,,,,,,,,,,,,
Wind Bands,DeLamarter,,Christmas Festival,1-118,Rubank,,,,,,,,,,,,,,,,,,,,
Wind Bands,Langenus,,yultide,1-119,Mills,(1-120),,,opt. Choir parts in Dr. 3 env. 1-120,,,,,,,,,,,,,,,,
Wind Bands,lentz,,Bakonian legend,1-121,Witmark,,,3:;5,Army ROTC,,,,,,,,,,,,,,,,
Wind Bands,"Carey, Henry",,del Rey,1-122,Remick,,,3:00,army ROTC,,,,,,,,,,,,,,,,
Wind Bands,"Lane, Burton",Yoder,Finian's rainbow,1-123,,,,,,,,,,,,,,,,,,,,,
