Library,Composer,Arranger,Title,Drawer,Envelope,Copies,Score Type,Publisher,Performance Date,PlayingTime,Score (Full/Cond/Oversized),Comments
Choral,"Pfautsch, Lloyd",,Sing Praises,28/610,,,Lawson-Gould,,,,Sacred,
Choral,Phillilps,Lojeski,California Dreamin',63/1142,,,,,,,,
Choral,"Phillips, John",Rogers,"Monday, Monday",63/1172,,,,,,,,
Choral,"Pierce, Brent",,How Still He Rests,69/1322,,,Walton Music Corp.,,,,,
Choral,Pierpont,,Jingle Bells,28/611,,,Mimeograph copy,,,,Folk-Christmas,
Choral,"Pierpont, J.","Blackwell, David",Jingle Bells,Shelf 1,,40,SATB,Oxford Press,12/03,,a capella,
Choral,"Piket, Frederick",,Arise My Love,28/612,39,,Assoc. Music Pub.,,,,Secular,
Choral,"Piket, Frederick",,If Thou Must Love Me,28/613,,,Lawson-Gould Music Pub.,,,,Secular,
Choral,"Piket, Frederick",,Remember,28/614,43,,Assoc. Music Pub.,,,,Secular,
Choral,"Piket, Frederick",,Sea Charm,64/1201,,,Assoc. Music Pub.,,,,,
Choral,"Pinkham, Daniel",,Christmas Cantata,69/1317,,,Robert King,,,,,
Choral,"Pinsuti, Ciro",,The Parting Kiss,28/615,35,,Oliver Ditson,,,,Secular,
Choral,"Pitoni, Guiseppe O.","Lee, John",Cantate Domino,shelf/1597,35,SATB,GIA Publications,4/21/2000,,,,
Choral,"Pitoni, Guiseppe O.",,"Adoramus Te, Christe",28/616,15,,M. Witmark,,,,Sacred,
Choral,"Pola, Addie & Wyle, George","Ades, Hawley",It's The Most Wonderful Time of the Year,70/1369,25,SATB,Shawnee Press,,,,Accompanied,
Choral,"Porter, Cole","Shaw, Kirby",My Heart Belongs to Daddy,49/1029,,,Hal Leonard Pub.,,,,,
Choral,"Porter, Cole",,Gershwin & Porter on Love,45/941,,,Shawnee Press,,,,,
Choral,"Porter, Cole",,Night and Day,28/617,,,Harms Music Inc.,,,,Extended-Show,
Choral,"Porter, Cole",,Wunderbar,28/618,,,T. B. Harms Inc.,,,,Extended-Show,
Choral,"Porterfield, Sherri",,Hodie Christus Natus Est,shelf/ 1514,20,SATB,"Belwin, Inc.",3/6/2000,,,,
Choral,"Potter, William",,Annie Laurie,28/619,30,,Oliver Ditson,,,,Secular,
Choral,"Pottle, Sam",,Jabberwocky,shelf/1441,,SAATB,Trigon Music,,,,Secular,
Choral,"Poulenc, Francis",,Hodie Christus Natus Est,28/620,,,Belwin Mills,,,,Christmas,
Choral,"Poulenc, Francis",,Messe en Sol Majeur,54/1096,,,Salaberti,,,,Sacred-Extended,
Choral,"Poulenc, Francis",,O Magnum Mysterium,28/621,,,Belwin Mills,,,,,
Choral,"Poulenc, Francis",,Quem Vidistis Pastores Dicita,28/622,,,Belwin Mills,,,,Christmas,
Choral,"Poulenc, Francis",,Un soir de neige,top shelf,5,SSATBB,Salabert Editions,,,,unnaccompanied set of four songs,
Choral,"Poulenc, Francis",,"Videntes, Stellan",28/623,,,Belwin Mills,,,,Christmas,
Choral,"Praetorius, M.",,"Lo, How a Rose e'er Blooming",28/624,,,G. Schirmer Inc.,,,,Folk-Christmas,
Choral,"Praetorius, Michael",,She is so dear,28/625,,,Oliver Ditson,,,,Secular,
Choral,"Praetorius, Michael and Jan Sandstrom",,"Lo, How a Rose e'er Blooming",top shelf,60,SSAATTBB,Walton Music,,,,mixed double chorus unaccompanied,
Choral,"Preston, John E.",,The Coming American,shelf/1569,3,SATB,Mills Music Co.,4/14/2000,,,,
Choral,"Prichard, Rowland",,Hymn For Our Time,28/626,,,G. Schirmer,,,,,
Choral,"Prima, Louis","Kern, Philip","Sing, Sing, Sing",shelf/1535,7,SAB,Shawnee Press,3/9/2000,,,,
Choral,"Puerling, Gene",,The Gene Puerling Sound,42/928,,,Shawnee Press,,,,,
Choral,"Purcell, Henry",Frackenpohl,Man Is For The Woman Made,48/985,,,Marks,,,,,
Choral,"Purcell, Henry",,"Lord, How Long Wilt Thou Be Angry",28/629,,,Arista Music Co.,,,,Sacred,
Choral,Saboly Nicholas,Shaw-Parker,Touro-louro-louro,30/665,,,G. Schirmer Inc.,,,,Folk-Christmas,
Choral,"Saboly, Nicholas  Smith, David Stanley",,Boots and Saddles,30/664,,,H. W. Gray Co.,,,,,
Choral,"Sacco, John",,Liberty Under God,30/666,,,G. Schirmer Inc.,,,,Folk-Patriotic,
Choral,"Saint-Saens, Camille",,Praise Ye The Lord,30/668,,,Neil A. Kjos Music Co.,,,,,
Choral,Sammes,Ades,Out on the Edge of Beyond,66/1280,,,,,,,,
Choral,"Samsel, William J.",,"Rantin', Rovin', Robin",30/669,,,Boston Music Co.,,,,Secular,
Choral,"Sanders, Robert",,Out of the Cradle,46/955,,,Broude Bros.,,,,,
Choral,"Sandstrom, Jan",,Sanctus,Shelf 1,,40,SATB,Walton,10/03,,a capella,
Choral,"Santa Cruz, Domingo",,The Leaves are Trembling,shelf/1577,8,SATB,Peer International,4/14/2000,,,,
Choral,Sateren,,Seek Not Afar For Beauty,30/670,,,,,,,,
Choral,"Scandello, Antonio",Greyson,A Little White Hen,48/984,,,Bourne,,,,,
Choral,"Scarlatti, Alessandro",,Exultate Deo,31/671,52,,Mercury Music Corp.,11/11/1996,,,Sacred,
Choral,"Schaffer, W.",,"Hi, Diddle, Diddle",31/672,22,,M. Witmark & Sons,,,,Secular,
Choral,"Schaffer, Wilhelm",,Turkey in the Straw,31/674,,,M. Witmark,,,,Folk,
Choral,Scheidt,,"Joseph, Lieber Joseph Mein",59/1121,,,Trophy,,,,,
Choral,"Schein, Hermann",,Who With Grieving Soweth,39/872,,,,,,,,
Choral,"Schein, Johann",,Truly Was The Word Made Flesh,31/675,,,Sam Fox Publishing Co.,,,,Sacred-Christmas,
Choral,"Schempf, William H.",,"Nowell, Nowell",31/676,,,Boosey & Hawkes Inc.,,,,Folk-Christmas,
Choral,"Schickele, Peter (P.D.Q. Bach)",,Who Is Sylvia,49/992,,,Presser,,,,,
Choral,"Schindler, Kurt",,Fum! Fum! Fum1,31/677,,,Oliver Ditson,,,,Folk-Christmas,
Choral,"Schmidt, Harvey",,Try To Remember,48/1001,,,Chappel,,,,,
Choral,"Schreck, Gustav",,"Entrance Scene ""Advent Motet"" 2nd movement",31/680,67,,Neil A. Kjos Music Co.,,,,Extended Work,
Choral,"Schreck, Gustav",,"How Shall I Receive Thee ""Advent Motet"" - 1st mvt.",31/679,58,,Neil A. Kjos Music Co.,,,,Extended Work,
Choral,"Schubert, Franz",Don Craig,Sanctus (Holy is the Lord),shelf 1480,4,SATB,"Plymouth Music Co., Inc.",11/16/1999,,,Sacred,
Choral,"Schubert, Franz",,Death and the Maiden,31/681,73,,Carl Fischer Inc.,,,,Secular,
Choral,"Schubert, Franz",,God Is My Choice,31/682,,,G. Schirmer,,,,Sacred,
Choral,"Schubert, Franz",,Mass in F (Deutsche Messe),shelf/1484,22,,G. Schirmer,11/16/1999,,,Sacred,
Choral,"Schubert, Franz",,Mass in G,59/1126,,,G. Schirmer Inc./Novello,,,,,
Choral,"Schubert, Franz",,Mirium's Song of Triumph,"Music Library, drawer 1/1069",64,,,3/24/2000,,,,
Choral,"Schubert, Franz",,The Omnipotence,31/683,,,G. Schirmer Inc./Novello,,,,Sacred,
Choral,"Schubert, Franz",,Who Is Sylvia?,31/684,14,,Oliver Ditson,,,,Secular,
Choral,"Schuetky, Fr. Jos.",,Send Out Thy Spirit,31/685,56,,B. F. Wood Inc.,,,,Sacred,
Choral,Schumann,,Der Traum,63/1163,,,,,,,,
Choral,Schumann,,"Duett ""Die Tauserend Conne Scheinet Dir Senden""",63/1180,,,,,,,,
Choral,"Schumann, Robert",Arnold Freed,Gute Nacht (Good Night),40/897,72,SATB,Sam Fox Publishing Co.,12/6/1999,,,Acapella,
Choral,"Schumann, Robert",,Gypsy Life (Zigeuner Leben),32/686,29,,Oliver Ditson Co.,,,,Secular,
Choral,"Schumann, William",,Four Rounds on Famous Words,shelf/1496,1 set,,"Marian Music, Inc.",12/1/1999,,,Secular  one complete set of 4 movements,
Choral,"Schumann, William",,Holiday Song,32/687,,,Schirmer,,,,,
Choral,"Schumann, William",,The Last Invocation,shelf/1425,14,,Merion Music,,,,"#1 of \""Carols of Death\""",
Choral,"Schumann, William",,The Orchestra Song,32/688,,,,,,,,
Choral,"Schumann, William",,The Unknown Region,shelf/1426,13,,Merion Music,,,,"#2 from \""Carols of Death\""",
Choral,"Schumann, William",,This is Our Time,51/1079,33,,Boosey & Hawkes,,,,Secular Cantata,
Choral,"Schumann, William",,"To All, To Each",shelf/1427,13,,Merion Music,,,,"#3 from \""Carols of Death\""",
Choral,"Schutz, Heinrich",Carolyn Jennings,Sing A New Song,48/982,,SATB,Schmitt Music Centers,,,,"SATB, fl, bass",
Choral,"Schutz, Heinrich",Roger Granville,For God So Loved the World,shelf/1487,3,SATBB,Sam Fox Publishing Co.,11/30/1999,,,Sacred,
Choral,"Schutz, Heinrich",Shaw,Ehre Sei Dir Christe,66/283,,,,,,,,
Choral,"Schutz, Heinrich",,Blessed Are the Faithful,shelf/1470,4,,G. Schirmer,10/13/1999,,,Sacred,
Choral,"Schutz, Heinrich",,He Who With Weeping Soweth (Die Mit Tranen Saen),32/689,,,G. Schirmer,,,,Secular,
Choral,"Schutz, Heinrich",,Psalm 121:  I Lift Up Mine Eyes to the Hills,73/1418,25,,Hanssler-Verlag,,,,,
Choral,"Schutz, Heinrich",,"Saul, Saul, was verfolgst du mich?",shelf/1482,6 & 5,,Hanssler-Verlag,11/16/1999,,,Sacred,
Choral,"Schutz, Heinrich",,Selig Sind Die Totem,32/690,21,,G. Schirmer,,,,,
Choral,"Schutz, Heinrich",,Seven Words of Christ on the Cross,32/691,,,Concordia,,,,,
Choral,"Schutz, Heinrich",,"Woman, Why Weepest Thou",62/1138,,,Concordia,,,,,
Choral,"Schwartz, Stephen",Lojeski,Beautiful City,103/1153,,,,,,,,
Choral,"Schwartz, Stephen",Norman Leyden,Godspell,59/1120,,,Columbia Pox Pub.,,,,Extended,
Choral,"Scott, Michael",,Benedictus,shelf/1516,8,SATB,"Belwin, Inc.",3/6/2000,,,Sacred,
Choral,"Scott, Tom",,Go Down Death,32/693,,,Theodore Presser Inc.,,,,Folk-Spiritual,
Choral,Seals/Croft,Sanford,Summer Breeze,66/1278,,,,,,,,
Choral,"Semola, Al",,Christmas is the Warmest Time of the Year,72/1384,,,Shawnee Press,,,,,
Choral,"Senfli, Ludwig",,The Ringing of the Bells,32/695,48,,Carl Fischer Inc.,,,,Secular,
Choral,"Shaw, Kirby",,I Just Wanted to Talk to You,65/1260,,,,,,,,
Choral,"Shaw, Kirby",,I Return to Music,65/1239,,,,,,,,
Choral,"Shaw, Martin",,Easter Alleluia,32/696,,,G. Schirmer Inc.,,,,Sacred,
Choral,"Shaw, Martin",,Fanfare For Christmas Day,32/697,,,J. Curwen & Sons,,,,Folk-Christmas,
Choral,"Shaw, Robert",,Bright Canaan,70/1356,,,,,,,,
Choral,"Shaw, Robert",,His Voice As A Sound,70/1357,,,,,,,,
Choral,"Shaw, Robert",,Now I Hear The Harps Eternal,70/1358,,,,,,,,
Choral,"Shearer, C.M.",,Holy Innocents,49/1030,,,Southern Music Co.,,,,,
Choral,"Sherman, Richard",Greg Gilpin,Chin Up!,shelf/1517,8,,Ensign Music Corp,3/7/2000,,,2-part voice,
Choral,"Shostakovich, Dmitri",,"Have Courage, Friends",top shelf,40,SATB,G. Schirmer,,,,"From 10 songs, Op. 88",
Choral,"Shostakovich, Dmitri",,Sentence of Death,top shelf,39,SATB,G. Schirmer,,,,"From 10 songs, Op. 88",
Choral,"Shure, R. Deane",,Thou Purple Morn Rejoice,33/721,,,Hunleth Music Co.,,,,Sacred,
Choral,"Shvedof, C.",,We Praise Thee,33/725,,,Boston Music Co.,,,,,
Choral,"Sibelius, Jean",Dale Wood,This Is My Song,top shelf,43,SATB,Sacred Music,,,,,
Choral,"Sibelius, Jean","Row, R. D.",Vale of Tuoni,33/726,28,,R. D. Row,,,,Secular,
Choral,"Silver, Frederick",,The Twelve Days After Christmas,49/1040,,,Belwin,,,,,
Choral,"Simeone, Harry",,Won't You Marry Me,33/728,15,,Shawnee Press Inc.,,,,Secular,
Choral,"Simms, Patsy Ford",,I Love This Land,shelf/1523,6,,Shawnee Press Inc.,3/7/2000,,,Patriotic.  2-part voices,
Choral,"Simon, Paul",Metis,The 59th Street Bridge Song (Feelin' Groovy),65/1218,,,,,,,,
Choral,"Simon, Paul",Sechler,Bridge Over Troubled Water,63/1164,,,,,,,,
Choral,"Simon, Paul",,The Sound of Silence,65/1244,,,,,,,,
Choral,"Simpson, Michael",,My Mistress' Eyes are Nothing Like the Sun,Shelf 1,,40,SATB,,10/03,,a capella,
Choral,"Sjolund, Paul",,Away in a Manger,69/1323,,,Walton Music Corp.,,,,,
Choral,"Sjolund, Paul",,Christ Is Risen,34/729,,,Walton Music Corp.,,,,Sacred,
Choral,"Sjolund, Paul",,Love Lost,49/1052,,,Walton Music Corp.,,,,,
Choral,"Sjolund, Paul",,Silent Night,70/1363,25,,,,,,,
Choral,"Sleeth, Natalie",,"Baby, What You Going To Be",70/1365,25,,,,,,,
Choral,"Sleeth, Natalie",,This Land of Ours,63/1169,,,,,,,,
Choral,"Smetana, Bedrich",,The Dance of the Comedians (Bartered Bride),34/730,32,,Ilkan-Vogel Co.,,,,Extended Work,
Choral,"Smith, Dennis E.",,May Your Sun Forever Shine,shelf/1507,30,SATB,Alfred Choral Designs,3/2/2000,,,,
Choral,"Smith, John",,Star Spangled Banner,34/733,,,,,,,,
Choral,"Smith, Katherine L.",,Let My People Go,34/732,,,Paul A. Schmitt,,,,Folk-Spiritual,
Choral,"Smith, Raymond A.",Aschenbrenner,The Kolo,34/734,21,SATB,M. Witmark,,,,Folk,
Choral,"Smith, Samuel",Bob Burroughs,America!,shelf/1490,5,SATB,Hinshaw Music Inc.,11/30/1999,,,secular/patriotic,
Choral,"Smith, William",,Jubilee,34/736,,,Neil A. Kjos Music Co.,,,,Folk-Spiritual,
Choral,"Smith, William Henry",,Ride the Chariot,34/739,,,Neil A. Kjos Music Co.,,,,Folk-Spiritual,
Choral,Smith-Eldridge,,Come Home,73/1412,47,,Shawnee Press,,,,,
Choral,"Snell, Adrian",Linda Spevacek,Long Live the King,49/965,,,Jenson,,,,,
Choral,"Snell, Adrian",Linda Spevacek,Long Live the King,47/965,,,Jenson,,,,,
Choral,"Snell, Adrian",Linda Spevacek,Peace Be With You,49/966,,,Jenson,,,,,
Choral,"Snell, Adrian",Linda Spevacek,Peace Be With You,47/966,,,Jenson,,,,,
Choral,"Snyder, Audry",,Dreams,shelf/1580,7,,"Belwin, Inc.",4/7/2000,,,3-part mixed voices,
Choral,"Soderman, August",,"Lamb of God, He is Blessed",34/740,,,Engburg-Holmburg,,,,Sacred,
Choral,"Somers, Harry",,Banks Of Newfoundland,70/1373,50,,,,,,,
Choral,"Somers, Harry",,Si J'avais Le Bateau,71f/1374,57,,,,,,,
Choral,Sondheim,Barduhn,Send in the Clowns,66/1279,,,,,,,,
Choral,"Sosa, Pablo","Henderson, Ed",El Cielo Canta Alegria,Shelf 2,,80,SATB,Earthsongs,12/03,,"with 2 guitars, violin, bass, flute and percussion",
Choral,Southern Folk,"Bryan, Charles F.",Charlottown,Shelf 2,,80,SATB,Warner Bros.,3/04,,a capella,
Choral,"Spevacek, Linda",,"Oh Sinner, Won't You Listen?",49/1017,,,Jenson,,,,,
Choral,"Spevacek, Linda",,Pass It Along,49/1015,,,Jenson,,,,,
Choral,"Spevacek, Linda",,Rejoice,50/ 1057A&B,,,Jenson,,,,,
Choral,"Spevacek, Linda",,"Seasons, A Song Cycle",47/962,,SATB,Hal Leonard,,,,,
Choral,"Spevacek, Linda",,Take Time For Love,41/913,,,Jenson,,,,,
Choral,"Spohr, Louis",,Song Of Praise,34/741,,,Neil A. Kjos,,,,Sacred,
Choral,Stainer,,Seven-fold Amen,34/743,,,Mimeograph Copy,,,,Sacred,
Choral,"Stainer, Sir John",,God So Loved The World,34/742,,,Oliver Ditson Inc.,,,,Sacred,
Choral,"Stanford, Charles V.",,Beati Quorum Via,47/968,,,Boosey & Hawkes,,,,,
Choral,"Stanford, Charles V.",,My Love's An Arbutus,34/744,29,,Boosey & Hawkes,,,,Secular,
Choral,"Stanford, Charles V.",,The Blue Bird,top shelf,24,SATB,ECS Publishing,,,,unaccompainied,
Choral,"Stanton, Richard",J. M. O'D,"Fight On, Idaho",47/977,,,,,,,,
Choral,"Starer, Robert",,Five Proverbs On Love,54/1094,,,Marks Music Corp.,,,,,
Choral,Stebbins,,The Surging Sea,34/745,23,,Oliver Ditson Co.,,,,Secular,
Choral,"Steffe, William",John Rutter,The Battle Hymn of the Republic,shelf/1494,5,SATB,Hinshaw Music Inc.,11/30/1999,,,Patriotic,
Choral,"Steinke, Greg",,Twenty-third Psalm for Choir and Oboe,"Music Library, drawer 2/1191",23,,Seesaw Music Corp,3/23/2000,,,,
Choral,"Stemett, Samuel",F. Lee Scott,On Jordon's Stormy Banks,shelf/1549,10,SATB,Carl Fischer,4/5/2000,,,Folk-Spiritual,
Choral,Stenhammar,,Three Choral Ballads,50/1060,,,Walton,,,,,
Choral,"Stephan, Johann",,The Cuckoo,34/748,,,G. Schirmer,,,,Secular,
Choral,"Stephani, Johann",Rhodes,The Cuckoo,34/747,55,SSATBB,Carl Fischer,,,,A Capella Secular,
Choral,"Stephenson, T. W.",,Ships That Pass In The Night,34/749,,,Boosey & Hawkes Inc.,,,,Secular,
Choral,"Stevens, Halsey",,Like As The Culver On The Bared Bough,34/750,,,,,,,Secular,
Choral,"Still, W. G.",,Victory Tide,34/751,,,J. Fischer Inc.,,,,Folk-Patriotic,
Choral,"Stirling, E.",,All Among The Barley,34/752,22,,Novello & Co.,,,,Folk,
Choral,"Stookey, Mason, Dixon",Burroughs,I Dig Rock and Roll Music,65/1259,,,,,,,,
Choral,"Strauss, Johann",Ann Ronett,Your Eyes Shine In My Own,34/754,50,,G. Schirmer Inc.,,,,Secular,
Choral,"Strauss, Johann",,Die Fledermaus,68/1306,,,G. Schirmer,,,,,
Choral,"Strauss, Johann",,Tales of the Vienna Forrest,57/1109,,,Boosey & Hawkes Inc.,,,,Extended Work,
Choral,"Strauss, Johann",,What A Joy (Die Fledermaus),34/753,,,Schirmer Inc.,,,,,
Choral,"Stravinsky, Igor",,Anthem,49/1026,,,Boosey & Hawkes Inc.,,,,,
Choral,"Stravinsky, Igor",,Ave Maria,shelf/1420,30,,Boosey & Hawkes Inc.,,,,,
Choral,"Stravinsky, Igor",,Oedipus Rex,"Music Library, drawer 1/755",23-May,,Boosey & Hawkes Inc.,3/24/2000,,,5 scores 23 octavi,
Choral,"Stravinsky, Igor",,Symphony of Psalms,"Music Library, drawer 4/1333",50,,Schirmer Inc.,,,,,
Choral,"Strommen, Carl",,All About The Blues,63/1150,,,,,,,,
Choral,"Strommen, Carl",,An Answer For Our Time,41/920,,,Alfred,,,,,
Choral,"Strommen, Carl",,Like An Eagle,shelf/1469,29,SATB,Alfred Publishing,11/18/1999,,,Piano & Percussion,
Choral,"Strommen, Carl",,The Banjo Man,shelf/1563,4,SAB/SATB,Alfred Music,4/6/2000,,,Secular,
Choral,"Strommen, Carl",,What's The Use In Prayin',65/1228,,,,,,,,
Choral,"Stroope, Z. Randall",,Joy Shall Be Yours In The Morning,top shelf,27,SATB,Mark Foster Music,,,,No accompaniment,
Choral,"Stroope, Z. Randall",,Old Horatius Had a Farm,Shelf 2,,80,SATB,Mark Foster,,,a capella,
Choral,"Styne, Jule",,Let It Snow,72/1383,,,Shawnee Press,,,,,
Choral,"Styne, Jule",,People,34/756,,,,,,,,
Choral,"Suerte, Buen",,Green Grow The Rushes,shelf/1539,4,SSCB,Cambiata Press,3/9/2000,,,,
Choral,"Suerte, Buen",,Saints Bound For Heaven,shelf/1584,5,SATB,Cambiata Press,4/17/2000,,,,
Choral,"Suesse, Dana",Waring-Scott,The Night Is Young,34/757,68,,Words & Music Inc.,,,,Secular,
Choral,"Sullivan, Arthur",,"Four Choruses from ""Patience""",35/758,,,Schirmer Inc.,,,,Extended Work,
Choral,"Sullivan, Arthur",,O Gladsome Light,35/761,,,G. Schirmer Inc.,,,,Sacred,
Choral,"Sullivan, Arthur",,The Long Day Closes,35/760,59,,Oliver Ditson Co.,,,,Secular,
Choral,"Sullivan, Arthur",,The Mikado or The Town Of Titipu,56/1103,,,Tracy Music Co.,,,,,
Choral,"Sullivan, Sir Arthur",,H.M.S. Pinafore Medley,35/759,23,,G. Schirmer Inc.,,,,Extended Work,
Choral,"Sullivan, Sir Arthur",,The Gondoliers,69/1344,,,,,,,,
Choral,"Summers, Bob",,Soft,66/1276,,,,,,,,
Choral,"Sund, Robert",,Alouette,Shelf 1,,40,SATB,Walton,3/04,,a capella,
Choral,"Surinach, Carlos",,Via Crucis,58/1114,,,Associated Music,,,,,
Choral,"Sweelinck, Jan P.",,Hodie Christus Natus Est,35/764,,,Choral Art Publications,,,,Sacred,
Choral,"Swenson, Warren Michel",,Two Songs Of Adam,shelf/1465,40,SATB,Oxford University Press,10/7/1999,,,Sacred Unaccompanied,
Choral,"Swenson, Warren Michel",,Two Songs Of Mary,shelf/1464,37,SATB,Oxford University Press,10/6/1999,,,Sacred,
Choral,"Taneyeff, S.J.",,Sunrise,35/765,80,,G. Schirmer,,,,Secular,
Choral,"Tate, Brian",,Gate Gate,Shelf 2,,80,SATB,Earthsongs,12/03,,a capella,
Choral,"Tate, Brian",,"Gate, Gate",shelf/1620,35,SATB,Earth Songs,,,,A setting of a Buddhist Mantra,
Choral,"Taylor, Deems",,Waters Ripple and Flow,35/766,,,J. Fischer & Bro.,,,,Folk,
Choral,"Telemann, Georg Philipp",,Ein Kindelein so Lobelich,59/1125,,,,,,,Extended-sacred,
Choral,"Telemann, Georg Philipp",,Werfet Panier Auf Im Lande,40/899,,,Alexander Broude,,,,Sacred,
Choral,"Teml, Tiri",,Laudetur Jesus Christus,Shelf 1,,40,SATB,Santa Barbara Music Pub.,12/03,,a capella,
Choral,"Teschner, M.",,"All Glory, Laud and Honor",35/768,,,H. Flammer Inc.,,,,Sacred,
Choral,"Theman, E.",,"Go, Lovely Rose",35/769,105,,Elkin & Co.,,,,Secular,
Choral,Thielemans/Gimbel,Kerr,Bluesette,63/1167,,,,,,,,
Choral,"Thompson, Bob",,Chelsea Butterfly,65/1224,,,,,,,,
Choral,"Thompson, Bob",,Daffodil Hill,63/1146,,,,,,,,
Choral,"Thompson, Bob",,Don't Bring Me Your Blues,65/1254,,,,,,,,
Choral,"Thompson, Bob",,Even A Choir Can Get The Blues,65/1267,,,,,,,,
Choral,"Thompson, Bob",,Kinky,65/1237,,,,,,,,
Choral,"Thompson, Bob",,The Fly Away Song,65/1221,,,,,,,,
Choral,"Thompson, Randall",,Alleluia,35/770,,,Schirmer,,,,Sacred,
Choral,"Thompson, Randall",,Choose Something Like A Star,35/771,,,Schirmer,,,,Secular,
Choral,"Thompson, Randall",,Paper Reeds by the Brooks,42/935,,,Schirmer,,,,,
Choral,"Thompson, Randall",,Stopping by Woods on a Stormy Evening,35/774,,,Schirmer,,,,,
Choral,"Thompson, Randall",,The Last Words Of David,35/772,48,,Schirmer,,,,Sacred,
Choral,"Thompson, Randall",,The Road Not Taken,35/773,,,Schirmer,,,,"from \""Frostiana\""",
Choral,"Thompson, Randall",,The Telephone,35/775,15,SAA/TTBB,Schirmer,,,,Secular,
Choral,"Thompson, Scott",,A Friend Like You,63/1178,,,,,,,,
Choral,"Thompson, Van Denman",,"Father, In Thy Mysterious Presence Kneeling",35/776,,,H. W. Gray,,,,Sacred,
Choral,"Tkach, Peter",,To Thee We Sing,35/777,,,Neil A. Kjos Music Co.,,,,Sacred,
Choral,"Toch, Ernst",,Geographical Fugue,35/778,,,Mills Music Inc.,,,,Folk,
Choral,"Torme, Mel & Robert Wells",,"The Christmas Song (""Merry Christmas To You"")",69/1320,,,"Shawnee Press, Inc.",,,,,
Choral,Traditional,"Carter, Andrew",Two For the Price of One,Shelf 2,,80,SATB,Hal-Leonard,3/04,,a capella,
Choral,Traditional,"Dandridge, Damon H.",I Know I've Been Changed,Shelf 2,,80,SATB,Alliance,10/03,,a capella,
Choral,Traditional,"Hogan, Moses","Walk Together, Children",Shelf 2,,80,SATB,Hal-Leonard,10/03,,a capella,
Choral,Trebarne,,Father Abraham,36/780,,,Wills Music Co.,,,,Folk-Spiritual,
Choral,"Troup, Bobby",Averre,Route 66,65/1273,,,,,,,,
Choral,"Troup, Bobby",Philip Kern,Snootie Little Cutie,shelf/1556,7,SATB,Shawnee Press,4/6/2000,,,,
Choral,"Troup, Bobby",Shaw,Their Hearts Were Full Of Spring,63/1173,,,,,,,,
Choral,"Tschaikovsky, P. I.",,A Legend,36/782,,,G. Schirmer Inc.,,,,Folk-Christmas,
Choral,"Tschaikovsky, P. I.",,Cherubim Song #3,36/781,,,G. Schirmer Inc.,,,,Sacred,
Choral,"Tschaikovsky, P. I.",,Light Celestial,36/783,,,G. Schirmer Inc.,,,,Sacred,
Choral,"Tschaikovsky, P. I.",,None But The Lonely Heart,36/785,,,The Kama Co.,,,,Secular,
Choral,"Tschaikovsky, P. I.",,O Blest Are They,36/786,,,Gamble Hinged Music Co.,,,,Sacred,
Choral,"Tschaikovsky, P. I.",,Pilgrim's Song,36/787,,,Pro Art Publications,,,,Folk-Patriotic,
Choral,"Tschaikovsky, P. I.",,Song of the Reapers,36/788,24,,M. Witmark & Sons,,,,Secular,
Choral,"Tschaikovsky, P. I.",,The Nightingale,36/784,,,Oliver Ditson,,,,Secular,
Choral,"Tscherepnin, Nicolas",,The Beatitudes,36/790,,,Boston Music Co.,,,,Sacred,
Choral,Tschesnokoff,,Now We Sing Thy Praise,36/791,87,,Belwin Inc.,,,,Sacred,
Choral,"Tschesnokoff, Paul",,Salvation Is Created,48/1007,,,Fischer,,,,,
Choral,"Tumbleson, R.",,By George!,36/793,52,four-part,Mimeographed Copies,,,,Secular,
Choral,"Tuthill, Burnet C.",,Volga Boat Song,36/794,43,,H. W. Gray Co.,,,,Folk,
Choral,"Tyson, Ian",,January Morning,64/1212,,,,,,,,
Choral,"Umiliani, Pietro",Frank Metis,"Mah-Na, Mah-Na",shelf/1504,3,SATB,Marks Music,4/6/2000,,,,
Choral,Unknown,,Choral Sightreading,shelf/1505,26,SATB,University of Idaho,12/9/1999,,,Adjudication / dd contest material?,
Choral,"Van, Jeffrey",,A Procession Winding Around Me,"Music Library, drawer 2/ 1442",29,SATB,Walton,3/25/2000,,,Extended-Secular / Guitar,
Choral,"Vance, Margaret",,Something Told The Wild Geese,36/795,,SATB,Belwin,,,,,
Choral,"Vasques, Jaun",,En La Fuente Del Rosel,36/796,7,,Lawson Gould,,,,,
Choral,"Vautor, T.",,"Mother, I Will Have A Husband",36/797,,,Oxford University Press,,,,Secular,
Choral,"Vecchi, Orazio",Campbell,Let All Our Lives Be Joyous,67/1189,,,,,,,,
Choral,"Vecchi, Orazio",Don Malin,I Am The Phoenix,shelf/1571,6,SATB,Edward B. Marks,4/14/2000,,,Madrigal,
